time_s,centroid_error_m,pointing_error_deg,axis_error_deg,edge_rms_m,edge_max_m,minimum_separation_m,planarity_m,snr_dB,coherent_loss_dB,fixed_plane_snr_dB
2.38,0.0353379293158632,1.08191200091552,1.08191200091552,0.000468382473018669,0.000620034535660174,1.38583487168791,3.20493781063927e-17,92.0289454822722,0.00412296678231411,92.0303489205245
2.4,0.0347742845327576,1.05761663053641,1.05761663053641,0.000404399316771304,0.000549726235844927,1.38576440515838,2.75349672496708e-16,92.0291426069473,0.0039395107547621,92.0302104387455
2.42,0.0342209517399103,1.03401759069571,1.03401759069571,0.000335432925429152,0.000470142829969378,1.38569014945173,2.79973835807135e-16,92.0293395038011,0.00376532006521054,92.0300739603806
2.44,0.0336777738805445,1.01108752743894,1.01108752743894,0.000265749011095706,0.000383575877455744,1.38561399988611,1.6283008188824e-16,92.0295365093632,0.00359985944386147,92.0299391269504
2.46,0.0331445965533046,0.98879686078978,0.98879686078978,0.000202525664619412,0.000292390821360122,1.38553785775208,2.68264015953071e-16,92.0297339482544,0.00344260374450488,92.0298055766707
2.48,0.0326212679163507,0.967114265064733,0.967114265064733,0.000159574272560864,0.000198967267545536,1.38546358333404,2.59382252137511e-16,92.0299321306346,0.00329304171357594,92.0296729444551
2.5,0.0321076385869493,0.946007183821013,0.946007183821013,0.000155744498350011,0.000247694912612673,1.38539295114249,2.2662332591842e-17,92.0301313498668,0.0031506795081662,92.0295408619321
2.52,0.0316035615470733,0.925442366847133,0.925442366847133,0.000190458542247572,0.000313037639004587,1.3853276084161,2.73947203245971e-16,92.0303318804481,0.0030150438946588,92.0294089574916
2.54,0.0311088920632777,0.905386416230144,0.905386416230144,0.000243275969384967,0.000371608215363528,1.38526903783974,1.44444595136665e-16,92.0305339762487,0.00288568507190497,92.0292768563703
2.56,0.0306234876262885,0.885806328826123,0.885806328826123,0.000299553810854156,0.000422120764848488,1.38521852529025,3.58322940412438e-17,92.0307378690858,0.00276217907381086,92.0291441807833
2.58,0.0301472079126913,0.86667002257374,0.86667002257374,0.00035231702487275,0.000463512783577258,1.38517713327152,4.00617226329909e-17,92.030943767652,0.00264412971600296,92.0290105501048
2.6,0.0296799147681262,0.847946834604516,0.847946834604516,0.000398028934859638,0.000494965517013224,1.38514568053809,1.31412221024805e-16,92.031151856806,0.00253117006029461,92.028875581095
2.62,0.0292214722087751,0.829607979727103,0.829607979727103,0.000434665541483088,0.000515917818139089,1.38512472823696,1.39929581461308e-16,92.0313622972278,0.00242296337991498,92.0287388881695
2.64,0.0287717464358903,0.811626958870985,0.811626958870985,0.000461015093898272,0.000526073329943699,1.38511457272516,1.5782488380293e-16,92.0315752254294,0.00231920361721848,92.0286000837006
2.66,0.0283306058568329,0.793979908105003,0.793979908105003,0.000476406678634895,0.00052540100510079,1.38511524505,1.41979106741989e-16,92.0317907541104,0.00221961533562772,92.0284587783416
